"Round","Category","Tier","Variable","Unit","Definition"
"1","CCS",2,"Carbon Sequestration|CCS|Fossil|Energy|Demand|Industry","Mt CO2/yr","total carbon dioxide emissions captured from fossil fuel use in industry (IPCC category 1A2) and stored in geological deposits (e.g. in depleted oil and gas fields, unmined coal seams, saline aquifers) and the deep ocean, stored amounts should be reported as positive numbers"
"1","CCS",2,"Carbon Sequestration|CCS|Fossil|Energy|Supply","Mt CO2/yr","total carbon dioxide emissions captured from fossil fuel use in energy supply (IPCC category 1A) and stored in geological deposits (e.g. in depleted oil and gas fields, unmined coal seams, saline aquifers) and the deep ocean, stored amounts should be reported as positive numbers"
"1","CCS",3,"Carbon Sequestration|CCS|Fossil|Energy|Supply|Electricity","Mt CO2/yr","total carbon dioxide emissions captured from fossil fuel use in electricity production (part of IPCC category 1A1a) and stored in geological deposits (e.g. in depleted oil and gas fields, unmined coal seams, saline aquifers) and the deep ocean, stored amounts should be reported as positive numbers"
"1","CCS",3,"Carbon Sequestration|CCS|Fossil|Energy|Supply|Gases","Mt CO2/yr","total carbon dioxide emissions captured from fossil fuel use in gaseous fuel production, excl. hydrogen (part of IPCC category 1A) and stored in geological deposits (e.g. in depleted oil and gas fields, unmined coal seams, saline aquifers) and the deep ocean, stored amounts should be reported as positive numbers"
"1","CCS",3,"Carbon Sequestration|CCS|Fossil|Energy|Supply|Hydrogen","Mt CO2/yr","total carbon dioxide emissions captured from fossil fuel use in hydrogen production (part of IPCC category 1A) and stored in geological deposits (e.g. in depleted oil and gas fields, unmined coal seams, saline aquifers) and the deep ocean, stored amounts should be reported as positive numbers"
"1","CCS",3,"Carbon Sequestration|CCS|Fossil|Energy|Supply|Liquids","Mt CO2/yr","total carbon dioxide emissions captured from fossil fuel use in liquid fuel production (part of IPCC category 1A) and stored in geological deposits (e.g. in depleted oil and gas fields, unmined coal seams, saline aquifers) and the deep ocean, stored amounts should be reported as positive numbers"
"1","CCS",3,"Carbon Sequestration|CCS|Fossil|Energy|Supply|Other","Mt CO2/yr","total carbon dioxide emissions captured from fossil fuel use in other energy supply (part of IPCC category 1A) and stored in geological deposits (e.g. in depleted oil and gas fields, unmined coal seams, saline aquifers) and the deep ocean, stored amounts should be reported as positive numbers"
"1","CCS",2,"Carbon Sequestration|CCS|Fossil|Industrial Processes","Mt CO2/yr","total carbon dioxide emissions captured from industrial processes from fossil fuels (e.g., cement production, but not from fossil fuel burning) use and stored in geological deposits (e.g. in depleted oil and gas fields, unmined coal seams, saline aquifers) and the deep ocean, stored amounts should be reported as positive numbers"
"1","CCS",2,"Carbon Sequestration|CCS|Industrial Processes","Mt CO2/yr","total carbon dioxide emissions captured from industrial processes (e.g., cement production, but not from fossil fuel burning) use and stored in geological deposits (e.g. in depleted oil and gas fields, unmined coal seams, saline aquifers) and the deep ocean, stored amounts should be reported as positive numbers"
"1","CCS",2,"Carbon Sequestration|Direct Air Capture","Mt CO2/yr","total carbon dioxide sequestered through direct air capture"
"1","CCS",3,"Carbon Sequestration|Enhanced Weathering","Mt CO2/yr","total carbon dioxide sequestered through enhanced weathering"
"1","CCS",3,"Carbon Sequestration|Feedstocks","Mt CO2/yr","total carbon dioxide sequestered in feedstocks (e.g., lubricants, asphalt, plastics)"
"1","CCS",3,"Carbon Sequestration|Feedstocks|Biomass","Mt CO2/yr","total carbon dioxide sequestered in feedstocks from biomass (e.g., lubricants, asphalt, plastics)"
"1","CCS",3,"Carbon Sequestration|Feedstocks|Fossil","Mt CO2/yr","total carbon dioxide sequestered in feedstocks from fossil (e.g., lubricants, asphalt, plastics)"
"1","CCS",3,"Carbon Sequestration|Land Use","Mt CO2/yr","total carbon dioxide sequestered through land-based sinks (e.g., afforestation, soil carbon enhancement, biochar)"
"1","CCS",3,"Carbon Sequestration|Land Use|Afforestation","Mt CO2/yr","total carbon dioxide sequestered through afforestation"
"1","CCS",3,"Carbon Sequestration|Land Use|Biochar","Mt CO2/yr","total carbon dioxide sequestered through biochar"
"1","CCS",3,"Carbon Sequestration|Land Use|Other","Mt CO2/yr","total carbon dioxide sequestered through other land-based mitigation techniques"
"1","CCS",3,"Carbon Sequestration|Land Use|Soil Carbon Management","Mt CO2/yr","total carbon dioxide sequestered through soil carbon management techniques"
"1","CCS",3,"Carbon Sequestration|Other","Mt CO2/yr","total carbon dioxide sequestered through other techniques (please provide a definition of other sources in this category in the 'comments' tab)"
"1","Emissions",3,"Emissions|BC","Mt BC/yr","Total black carbon emissions"
"1","Emissions",2,"Emissions|CH4","Mt CH4/yr","Total CH4 emissions"
"1","Emissions",3,"Emissions|CH4|AFOLU","Mt CH4/yr","CH4 emissions from agriculture, forestry and other land use (IPCC category 3)"
"1","Emissions",3,"Emissions|CH4|Energy","Mt CH4/yr","CH4 emissions from energy use on supply and demand side, including fugitive emissions from fuels (IPCC category 1A, 1B)"
"1","Emissions",3,"Emissions|CH4|Other","Mt CH4/yr","CH4 emissions from other sources (please provide a definition of other sources in this category in the 'comments' tab)"
"1","Emissions",3,"Emissions|CO","Mt CO/yr","Total CO emissions"
"1","Emissions",2,"Emissions|CO2","Mt CO2/yr","Total  CO2 emissions (excluding CCS)"
"1","Emissions",2,"Emissions|CO2|AFOLU","Mt CO2/yr","CO2 emissions from agriculture, forestry and other land use (IPCC category 3)"
"1","Emissions",1,"Emissions|CO2|Energy","Mt CO2/yr","CO2 emissions from energy use on supply and demand side (IPCC category 1A, 1B)"
"1","Emissions",1,"Emissions|CO2|Energy and Industrial Processes","Mt CO2/yr","CO2 emissions from energy use on supply and demand side (IPCC category 1A, 1B) and from industrial processes (IPCC categories 2A, B, C, E)"
"1","Emissions",1,"Emissions|CO2|Energy|Coal","Mt CO2/yr","CO2 emissions from coal combustion."
"1","Emissions",1,"Emissions|CO2|Energy|Gas","Mt CO2/yr","CO2 emissions from gas combustion."
"1","Emissions",1,"Emissions|CO2|Energy|Oil","Mt CO2/yr","CO2 emissions from oil combustion."
"1","Emissions",1,"Emissions|CO2|Energy|Supply","Mt CO2/yr","CO2 emissions from fuel combustion and fugitive emissions from fuels: electricity and heat production and distribution (IPCC category 1A1a), other energy conversion (e.g. refineries, synfuel production, solid fuel processing, IPCC category 1Ab, 1Ac), incl. pipeline transportation (IPCC category 1A3ei), fugitive emissions from fuels (IPCC category 1B) and emissions from carbon dioxide transport and storage (IPCC category 1C)"
"1","Emissions",1,"Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","CO2 emissions from electricity and CHP production and distribution (IPCC category 1A1ai and 1A1aii)"
"1","Emissions",1,"Emissions|CO2|Energy|Supply|Electricity|Biomass","Mt CO2/yr","CO2 emissions from electricity and CHP production and distribution from biomass [net] (IPCC category 1A1ai and 1A1aii)"
"1","Emissions",1,"Emissions|CO2|Energy|Supply|Electricity|Coal","Mt CO2/yr","CO2 emissions from electricity and CHP production and distribution from coal (IPCC category 1A1ai and 1A1aii)"
"1","Emissions",1,"Emissions|CO2|Energy|Supply|Electricity|Gas","Mt CO2/yr","CO2 emissions from electricity and CHP production and distribution from gas (IPCC category 1A1ai and 1A1aii)"
"1","Emissions",1,"Emissions|CO2|Energy|Supply|Electricity|Oil","Mt CO2/yr","CO2 emissions from electricity and CHP production and distribution from oil (IPCC category 1A1ai and 1A1aii)"
"1","Emissions",1,"Emissions|CO2|Energy|Supply|Gases","Mt CO2/yr","CO2 emissions from fuel combustion and fugitive emissions from fuels: gaseous fuel extraction and processing (e.g. natural gas extraction production, IPCC category 1B2b, parts of 1A1cii)"
"1","Emissions",1,"Emissions|CO2|Energy|Supply|Heat","Mt CO2/yr","CO2 emissions from heat production and distribution (IPCC category 1A1aiii)"
"1","Emissions",1,"Emissions|CO2|Energy|Supply|Liquids","Mt CO2/yr","CO2 emissions from fuel combustion and fugitive emissions from fuels: liquid fuel extraction and processing (e.g. oil production, refineries, synfuel production, IPCC category 1A1b, parts of 1A1cii, 1B2a)"
"1","Emissions",1,"Emissions|CO2|Energy|Supply|Other Sector","Mt CO2/yr","CO2 emissions from fuel combustion in other energy supply sectors (please provide a definition of other sources in this category in the 'comments' tab)"
"1","Emissions",1,"Emissions|CO2|Industrial Processes","Mt CO2/yr","CO2 emissions from industrial processes (IPCC categories 2A, B, C, E)"
"1","Emissions",1,"Emissions|CO2|Other","Mt CO2/yr","CO2 emissions from other sources (please provide a definition of other sources in this category in the 'comments' tab)"
"1","Emissions",2,"Emissions|F-Gases","Mt CO2-equiv/yr","Total F-gas emissions, including sulfur hexafluoride (SF6), hydrofluorocarbons (HFCs), perfluorocarbons (PFCs) (preferably use 100-year GWPs from AR4 for aggregation of different F-gases; in case other GWPs have been used, please document this on the 'comments' tab)"
"1","Emissions",2,"Emissions|N2O","kt N2O/yr","Total N2O emissions"
"1","Emissions",3,"Emissions|N2O|AFOLU","kt N2O/yr","N2O emissions from agriculture, forestry and other land use (IPCC category 3)"
"1","Emissions",3,"Emissions|N2O|Energy","kt N2O/yr","N2O emissions from energy use on supply and demand side, including fugitive emissions from fuels (IPCC category 1A, 1B)"
"1","Emissions",3,"Emissions|N2O|Other","kt N2O/yr","N2O emissions from other sources (please provide a definition of other sources in this category in the 'comments' tab)"
"1","Emissions",3,"Emissions|NH3","Mt NH3/yr","Total ammonium (NH3) emissions"
"1","Emissions",3,"Emissions|NOx","Mt NOx/yr","Total NOx emissions"
"1","Emissions",3,"Emissions|OC","Mt OC/yr","Total organic carbon emissions"
"1","Emissions",3,"Emissions|PM10","Mt PM10/yr","Total emissions of PM10."
"1","Emissions",3,"Emissions|PM2.5","Mt PM2.5/yr","Total emissions of PM2.5."
"1","Emissions",3,"Emissions|Sulfur","Mt SO2/yr","Total sulfur (SO2) emissions"
"1","Emissions",3,"Emissions|VOC","Mt VOC/yr","Total volatile organic compound (VOC) emissions"
"1","Emissions",1,"Emissions|CO2|Energy|Demand|Buildings","Mt CO2/yr","CO2 emissions from fuel combustion in  buildings."
"1","Emissions",2,"Emissions|CO2|Energy|Demand|Buildings|Commercial","Mt CO2/yr","CO2 emissions from fuel combustion in commercial buildings."
"1","Emissions",3,"Emissions|CO2|Energy|Demand|Buildings|Commercial|Appliances","Mt CO2/yr","CO2 emissions from fuel combustion in commercial-appliances."
"1","Emissions",3,"Emissions|CO2|Energy|Demand|Buildings|Commercial|Cooling","Mt CO2/yr","CO2 emissions from fuel combustion in commercial-cooling."
"1","Emissions",3,"Emissions|CO2|Energy|Demand|Buildings|Commercial|Heating","Mt CO2/yr","CO2 emissions from fuel combustion in commercial-heating."
"1","Emissions",3,"Emissions|CO2|Energy|Demand|Buildings|Commercial|Lighting","Mt CO2/yr","CO2 emissions from fuel combustion in commercial-lighting."
"1","Emissions",3,"Emissions|CO2|Energy|Demand|Buildings|Commercial|Other","Mt CO2/yr","CO2 emissions from fuel combustion in commercial-other."
"1","Emissions",2,"Emissions|CO2|Energy|Demand|Buildings|Residential","Mt CO2/yr","CO2 emissions from fuel combustion in residential buildings."
"1","Emissions",3,"Emissions|CO2|Energy|Demand|Buildings|Residential|Appliances","Mt CO2/yr","CO2 emissions from fuel combustion in residential-appliances."
"1","Emissions",3,"Emissions|CO2|Energy|Demand|Buildings|Residential|Cooling","Mt CO2/yr","CO2 emissions from fuel combustion in residential-cooling."
"1","Emissions",3,"Emissions|CO2|Energy|Demand|Buildings|Residential|Heating","Mt CO2/yr","CO2 emissions from fuel combustion in residential-heating."
"1","Emissions",3,"Emissions|CO2|Energy|Demand|Buildings|Residential|Lighting","Mt CO2/yr","CO2 emissions from fuel combustion in residential-lighting."
"1","Emissions",3,"Emissions|CO2|Energy|Demand|Buildings|Residential|Other","Mt CO2/yr","CO2 emissions from fuel combustion in residential-other."
"1","Emissions",1,"Emissions|CO2|Energy|Demand|Industry","Mt CO2/yr","CO2 emissions from fuel combustion in industry."
"1","Emissions",2,"Emissions|CO2|Energy|Demand|Industry|EInt Mfg","Mt CO2/yr","CO2 emissions from fuel combustion in energy-intensive manufacturing."
"1","Emissions",3,"Emissions|CO2|Energy|Demand|Industry|EInt Mfg|Aluminum","Mt CO2/yr","CO2 emissions from fuel combustion in aluminum (NAICS 3313)."
"1","Emissions",3,"Emissions|CO2|Energy|Demand|Industry|EInt Mfg|Bulk chemicals","Mt CO2/yr","CO2 emissions from fuel combustion in bulk chemicals group (NAICS 325)."
"1","Emissions",3,"Emissions|CO2|Energy|Demand|Industry|EInt Mfg|Bulk chemicals|Ag chemicals","Mt CO2/yr","CO2 emissions from fuel combustion in bulk chemicals group-agricultural chemicals (NAICS 3253)."
"1","Emissions",3,"Emissions|CO2|Energy|Demand|Industry|EInt Mfg|Bulk chemicals|Inorganic","Mt CO2/yr","CO2 emissions from fuel combustion in bulk chemicals group-inorganic (NAICS 325120-325180)."
"1","Emissions",3,"Emissions|CO2|Energy|Demand|Industry|EInt Mfg|Bulk chemicals|Organic","Mt CO2/yr","CO2 emissions from fuel combustion in bulk chemicals group-organic (NAICS 325110, 32519)."
"1","Emissions",3,"Emissions|CO2|Energy|Demand|Industry|EInt Mfg|Bulk chemicals|Resins","Mt CO2/yr","CO2 emissions from fuel combustion in bulk chemicals group-resins (NAICS 3252)."
"1","Emissions",3,"Emissions|CO2|Energy|Demand|Industry|EInt Mfg|Cement and lime","Mt CO2/yr","CO2 emissions from fuel combustion in cement and lime (NAICS 327310, 327410)."
"1","Emissions",3,"Emissions|CO2|Energy|Demand|Industry|EInt Mfg|Food products","Mt CO2/yr","CO2 emissions from fuel combustion in food products (NAICS 311)."
"1","Emissions",3,"Emissions|CO2|Energy|Demand|Industry|EInt Mfg|Glass","Mt CO2/yr","CO2 emissions from fuel combustion in glass and glass products (NAICS 3272, 327993)."
"1","Emissions",3,"Emissions|CO2|Energy|Demand|Industry|EInt Mfg|Iron and steel","Mt CO2/yr","CO2 emissions from fuel combustion in iron and steel (NAICS 331110, 3312, 324199)."
"1","Emissions",3,"Emissions|CO2|Energy|Demand|Industry|EInt Mfg|Other","Mt CO2/yr","CO2 emissions from fuel combustion in other (NAICS user defined)."
"1","Emissions",3,"Emissions|CO2|Energy|Demand|Industry|EInt Mfg|Paper","Mt CO2/yr","CO2 emissions from fuel combustion in paper and allied products (NAICS 322)."
"1","Emissions",3,"Emissions|CO2|Energy|Demand|Industry|EInt Mfg|Refineries","Mt CO2/yr","CO2 emissions from fuel combustion in refineries (NAICS 324110)."
"1","Emissions",2,"Emissions|CO2|Energy|Demand|Industry|Non Mfg","Mt CO2/yr","CO2 emissions from fuel combustion in non-manufacturing."
"1","Emissions",3,"Emissions|CO2|Energy|Demand|Industry|Non Mfg|Agriculture","Mt CO2/yr","CO2 emissions from fuel combustion in agriculture (NAICS 111-115)."
"1","Emissions",3,"Emissions|CO2|Energy|Demand|Industry|Non Mfg|Agriculture|Crops","Mt CO2/yr","CO2 emissions from fuel combustion in agriculture-crops (NAICS 111)."
"1","Emissions",3,"Emissions|CO2|Energy|Demand|Industry|Non Mfg|Agriculture|Forestry","Mt CO2/yr","CO2 emissions from fuel combustion in agriculture-forestry (NAICS 115)."
"1","Emissions",3,"Emissions|CO2|Energy|Demand|Industry|Non Mfg|Agriculture|Other","Mt CO2/yr","CO2 emissions from fuel combustion in agriculture-other (NAICS 112, 113, 114)."
"1","Emissions",3,"Emissions|CO2|Energy|Demand|Industry|Non Mfg|Coal mining","Mt CO2/yr","CO2 emissions from fuel combustion in coal mining (NAICS 2121)."
"1","Emissions",3,"Emissions|CO2|Energy|Demand|Industry|Non Mfg|Construction","Mt CO2/yr","CO2 emissions from fuel combustion in construction (NAICS 23)."
"1","Emissions",3,"Emissions|CO2|Energy|Demand|Industry|Non Mfg|Oil-gas extraction","Mt CO2/yr","CO2 emissions from fuel combustion in oil and natural gas extraction (NAICS 211)."
"1","Emissions",3,"Emissions|CO2|Energy|Demand|Industry|Non Mfg|Other","Mt CO2/yr","CO2 emissions from fuel combustion in other (NAICS user defined)."
"1","Emissions",3,"Emissions|CO2|Energy|Demand|Industry|Non Mfg|Other mining","Mt CO2/yr","CO2 emissions from fuel combustion in metal and other non-metallic mining (NAICS 2122-2123)."
"1","Emissions",2,"Emissions|CO2|Energy|Demand|Industry|NonEInt Mfg","Mt CO2/yr","CO2 emissions from fuel combustion in non-energy-intensive manufacturing."
"1","Emissions",3,"Emissions|CO2|Energy|Demand|Industry|NonEInt Mfg|Balance of manufacturing","Mt CO2/yr","CO2 emissions from fuel combustion in balance of manufacturing (NAICS NAICS codes not in other categories:  312-316, 323, 3254-3256, 3259, 3271, 327320, 327330, 327390, 327420, 3279 (except 327993), 3314, 3315, 337, 339)."
"1","Emissions",3,"Emissions|CO2|Energy|Demand|Industry|NonEInt Mfg|Metal durables","Mt CO2/yr","CO2 emissions from fuel combustion in metal-based durables industries (NAICS 332-336)."
"1","Emissions",3,"Emissions|CO2|Energy|Demand|Industry|NonEInt Mfg|Metal durables|Appliances","Mt CO2/yr","CO2 emissions from fuel combustion in metal-based durables industries-electrical equipment and appliances (NAICS 335)."
"1","Emissions",3,"Emissions|CO2|Energy|Demand|Industry|NonEInt Mfg|Metal durables|Computer","Mt CO2/yr","CO2 emissions from fuel combustion in metal-based durables industries-computer and electronic products (NAICS 334)."
"1","Emissions",3,"Emissions|CO2|Energy|Demand|Industry|NonEInt Mfg|Metal durables|Fab metal","Mt CO2/yr","CO2 emissions from fuel combustion in metal-based durables industries-fabricated metal products (NAICS 332)."
"1","Emissions",3,"Emissions|CO2|Energy|Demand|Industry|NonEInt Mfg|Metal durables|Machinery","Mt CO2/yr","CO2 emissions from fuel combustion in metal-based durables industries-machinery (NAICS 333)."
"1","Emissions",3,"Emissions|CO2|Energy|Demand|Industry|NonEInt Mfg|Metal durables|Transport equip","Mt CO2/yr","CO2 emissions from fuel combustion in metal-based durables industries-transportation equipment (NAICS 336)."
"1","Emissions",3,"Emissions|CO2|Energy|Demand|Industry|NonEInt Mfg|Plastic & rubber","Mt CO2/yr","CO2 emissions from fuel combustion in plastic and rubber products (NAICS 326)."
"1","Emissions",3,"Emissions|CO2|Energy|Demand|Industry|NonEInt Mfg|Wood Products","Mt CO2/yr","CO2 emissions from fuel combustion in wood products (NAICS 321)."
"1","Emissions",1,"Emissions|CO2|Energy|Demand|Transportation","Mt CO2/yr","CO2 emissions from fuel combustion in  transportation."
"1","Emissions",2,"Emissions|CO2|Energy|Demand|Transportation|Freight","Mt CO2/yr","CO2 emissions from fuel combustion in freight transportation."
"1","Emissions",3,"Emissions|CO2|Energy|Demand|Transportation|Freight|Aviation","Mt CO2/yr","CO2 emissions from fuel combustion in freight by aviation."
"1","Emissions",3,"Emissions|CO2|Energy|Demand|Transportation|Freight|Rail","Mt CO2/yr","CO2 emissions from fuel combustion in freight by rail."
"1","Emissions",3,"Emissions|CO2|Energy|Demand|Transportation|Freight|Road","Mt CO2/yr","CO2 emissions from fuel combustion in freight by road."
"1","Emissions",2,"Emissions|CO2|Energy|Demand|Transportation|Offroad","Mt CO2/yr","CO2 emissions from fuel combustion in offroad transportation."
"1","Emissions",2,"Emissions|CO2|Energy|Demand|Transportation|Passenger","Mt CO2/yr","CO2 emissions from fuel combustion in passenger transportation."
"1","Emissions",3,"Emissions|CO2|Energy|Demand|Transportation|Passenger|Aviation","Mt CO2/yr","CO2 emissions from fuel combustion in passenger by aviation."
"1","Emissions",3,"Emissions|CO2|Energy|Demand|Transportation|Passenger|Other","Mt CO2/yr","CO2 emissions from fuel combustion in passenger by other."
"1","Emissions",3,"Emissions|CO2|Energy|Demand|Transportation|Passenger|Rail","Mt CO2/yr","CO2 emissions from fuel combustion in passenger by rail."
"1","Emissions",3,"Emissions|CO2|Energy|Demand|Transportation|Passenger|Road","Mt CO2/yr","CO2 emissions from fuel combustion in passenger by road."
"1","Energy Service",2,"Energy Service|Floor Space|Buildings|Index","Index 2020=1","Floor space dedicated to residential, commercial and public services"
"optional","Energy Service",3,"Energy Service|Floor Space|Buildings|Value","million m2","Floor space dedicated to residential, commercial and public services"
"1","Energy Service",2,"Energy Service|Floor Space|Commercial|Index","Index 2020=1","Floor space dedicated to commercial and public services"
"optional","Energy Service",3,"Energy Service|Floor Space|Commercial|Value","million m2","Floor space dedicated to commercial and public services"
"1","Energy Service",2,"Energy Service|Floor Space|Residential|Index","Index 2020=1","Residential floor space"
"optional","Energy Service",3,"Energy Service|Floor Space|Residential|Value","million m2","Residential floor space"
"1","Energy Service",2,"Energy Service|Transportation|Freight|Aviation|Index","Index 2020=1","annual demand for energy services related to freight transportation in aviation"
"optional","Energy Service",3,"Energy Service|Transportation|Freight|Aviation|Value","million tkm/yr","annual demand for energy services related to freight transportation in aviation"
"1","Energy Service",2,"Energy Service|Transportation|Freight|Index","Index 2020=1","Demand for freight transportation service"
"1","Energy Service",2,"Energy Service|Transportation|Freight|Other|Index","Index 2020=1","annual demand for energy services related to freight transportation (other)"
"optional","Energy Service",3,"Energy Service|Transportation|Freight|Other|Value","million tkm/yr","annual demand for energy services related to freight transportation (other)"
"1","Energy Service",2,"Energy Service|Transportation|Freight|Railways|Index","Index 2020=1","annual demand for energy services related to freight transportation in railways"
"optional","Energy Service",3,"Energy Service|Transportation|Freight|Railways|Value","million tkm/yr","annual demand for energy services related to freight transportation in railways"
"1","Energy Service",2,"Energy Service|Transportation|Freight|Road|Index","Index 2020=1","annual demand for energy services related to freight transportation on roads"
"optional","Energy Service",3,"Energy Service|Transportation|Freight|Road|Value","million tkm/yr","annual demand for energy services related to freight transportation on roads"
"optional","Energy Service",3,"Energy Service|Transportation|Freight|Value","million tkm/yr","Demand for freight transportation service"
"1","Energy Service",2,"Energy Service|Transportation|Passenger|Aviation|Index","Index 2020=1","annual demand for energy services related to passenger transportation in aviation"
"optional","Energy Service",3,"Energy Service|Transportation|Passenger|Aviation|Value","million pkm/yr","annual demand for energy services related to passenger transportation in aviation"
"1","Energy Service",2,"Energy Service|Transportation|Passenger|Bicycling and Walking|Index","Index 2020=1","energy service demand for passenger transport on bicycles and by foot"
"optional","Energy Service",3,"Energy Service|Transportation|Passenger|Bicycling and Walking|Value","million pkm/yr","energy service demand for passenger transport on bicycles and by foot"
"1","Energy Service",2,"Energy Service|Transportation|Passenger|Index","Index 2020=1","Demand for passenger transportation service"
"1","Energy Service",2,"Energy Service|Transportation|Passenger|Other|Index","Index 2020=1","annual demand for energy services related to passenger transportation (other)"
"optional","Energy Service",3,"Energy Service|Transportation|Passenger|Other|Value","million pkm/yr","annual demand for energy services related to passenger transportation (other)"
"1","Energy Service",2,"Energy Service|Transportation|Passenger|Railways|Index","Index 2020=1","annual demand for energy services related to passenger transportation in railways"
"optional","Energy Service",3,"Energy Service|Transportation|Passenger|Railways|Value","million pkm/yr","annual demand for energy services related to passenger transportation in railways"
"1","Energy Service",2,"Energy Service|Transportation|Passenger|Road|Index","Index 2020=1","annual demand for energy services related to passenger transportation on roads"
"optional","Energy Service",3,"Energy Service|Transportation|Passenger|Road|Value","million pkm/yr","annual demand for energy services related to passenger transportation on roads"
"optional","Energy Service",3,"Energy Service|Transportation|Passenger|Value","million pkm/yr","Demand for passenger transportation service"
"1","Energy",1,"Final Energy","EJ/yr","Total final energy consumption of all fuels by all end-use sectors, excluding transmission/distribution losses"
"1","Energy",1,"Final Energy|Biogas","EJ/yr","Final energy consumption of gas produced from biomass, excluding transmission/distribution losses"
"1","Energy",1,"Final Energy|Buildings","EJ/yr","Final energy consumption in buildings."
"1","Energy",1,"Final Energy|Buildings|Biogas","EJ/yr","Final energy consumption of biogas in  buildings."
"1","Energy",1,"Final Energy|Buildings|Biomass liquids","EJ/yr","Final energy consumption of biomass liquids in  buildings."
"1","Energy",3,"Final Energy|Buildings|Commercial|Appliances|Biogas","EJ/yr","Final energy consumption of biogas in commercial-appliances."
"1","Energy",3,"Final Energy|Buildings|Commercial|Appliances|Biomass liquids","EJ/yr","Final energy consumption of biomass liquids in commercial-appliances."
"1","Energy",3,"Final Energy|Buildings|Commercial|Appliances|Electricity","EJ/yr","Final energy consumption of electricity in commercial-appliances."
"1","Energy",3,"Final Energy|Buildings|Commercial|Appliances|Gas","EJ/yr","Final energy consumption of gas in commercial-appliances."
"1","Energy",3,"Final Energy|Buildings|Commercial|Appliances|Hydrogen","EJ/yr","Final energy consumption of hydrogen in commercial-appliances."
"1","Energy",3,"Final Energy|Buildings|Commercial|Appliances|Oil","EJ/yr","Final energy consumption of oil in commercial-appliances."
"1","Energy",2,"Final Energy|Buildings|Commercial|Biogas","EJ/yr","Final energy consumption of biogas in commercial buildings."
"1","Energy",2,"Final Energy|Buildings|Commercial|Biomass liquids","EJ/yr","Final energy consumption of biomass liquids in commercial buildings."
"1","Energy",3,"Final Energy|Buildings|Commercial|Cooling|Electricity","EJ/yr","Final energy consumption of electricity in commercial-cooling."
"1","Energy",2,"Final Energy|Buildings|Commercial|Electricity","EJ/yr","Final energy consumption of electricity in commercial buildings."
"1","Energy",2,"Final Energy|Buildings|Commercial|Gas","EJ/yr","Final energy consumption of gas in commercial buildings."
"1","Energy",3,"Final Energy|Buildings|Commercial|Heating|Biogas","EJ/yr","Final energy consumption of biogas in commercial-heating."
"1","Energy",3,"Final Energy|Buildings|Commercial|Heating|Biomass liquids","EJ/yr","Final energy consumption of biomass liquids in commercial-heating."
"1","Energy",3,"Final Energy|Buildings|Commercial|Heating|Electricity","EJ/yr","Final energy consumption of electricity in commercial-heating."
"1","Energy",3,"Final Energy|Buildings|Commercial|Heating|Gas","EJ/yr","Final energy consumption of gas in commercial-heating."
"1","Energy",3,"Final Energy|Buildings|Commercial|Heating|Hydrogen","EJ/yr","Final energy consumption of hydrogen in commercial-heating."
"1","Energy",3,"Final Energy|Buildings|Commercial|Heating|Oil","EJ/yr","Final energy consumption of oil in commercial-heating."
"1","Energy",2,"Final Energy|Buildings|Commercial|Hydrogen","EJ/yr","Final energy consumption of hydrogen in commercial buildings."
"1","Energy",3,"Final Energy|Buildings|Commercial|Lighting|Electricity","EJ/yr","Final energy consumption of electricity in commercial-lighting."
"1","Energy",2,"Final Energy|Buildings|Commercial|Oil","EJ/yr","Final energy consumption of oil in commercial buildings."
"1","Energy",3,"Final Energy|Buildings|Commercial|Other|Biogas","EJ/yr","Final energy consumption of biogas in commercial-other."
"1","Energy",3,"Final Energy|Buildings|Commercial|Other|Biomass liquids","EJ/yr","Final energy consumption of biomass liquids in commercial-other."
"1","Energy",3,"Final Energy|Buildings|Commercial|Other|Electricity","EJ/yr","Final energy consumption of electricity in commercial-other."
"1","Energy",3,"Final Energy|Buildings|Commercial|Other|Gas","EJ/yr","Final energy consumption of gas in commercial-other."
"1","Energy",3,"Final Energy|Buildings|Commercial|Other|Hydrogen","EJ/yr","Final energy consumption of hydrogen in commercial-other."
"1","Energy",3,"Final Energy|Buildings|Commercial|Other|Oil","EJ/yr","Final energy consumption of oil in commercial-other."
"1","Energy",3,"Final Energy|Buildings|Coal","EJ/yr","Final energy consumption of coal in  buildings."
"1","Energy",1,"Final Energy|Buildings|Electricity","EJ/yr","Final energy consumption of electricity in  buildings."
"1","Energy",1,"Final Energy|Buildings|Gas","EJ/yr","Final energy consumption of gas in  buildings."
"1","Energy",1,"Final Energy|Buildings|Hydrogen","EJ/yr","Final energy consumption of hydrogen in  buildings."
"1","Energy",1,"Final Energy|Buildings|Oil","EJ/yr","Final energy consumption of oil in  buildings."
"1","Energy",3,"Final Energy|Buildings|Residential|Appliances|Biogas","EJ/yr","Final energy consumption of biogas in residential-appliances."
"1","Energy",3,"Final Energy|Buildings|Residential|Appliances|Biomass liquids","EJ/yr","Final energy consumption of biomass liquids in residential-appliances."
"1","Energy",3,"Final Energy|Buildings|Residential|Appliances|Electricity","EJ/yr","Final energy consumption of electricity in residential-appliances."
"1","Energy",3,"Final Energy|Buildings|Residential|Appliances|Gas","EJ/yr","Final energy consumption of gas in residential-appliances."
