"model","scenario","unit","year","datasrc","variable","region","value","figure_type","figure_no","title_name","flip_sign","variable_rename","regions","models","years","scenarios","type","position","x","y","facet1","facet2","color","page_filter","scales"
"EPA-GHGI","Historic","Mt CO2/yr",1997,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Passenger Cars","United States",563.4,"stackbar",3,"Transportation CO2",0,"Passenger Cars","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",1997,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Pipelines","United States",41.2,"stackbar",3,"Transportation CO2",0,"Pipelines","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",1997,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Rail","United States",43.6,"stackbar",3,"Transportation CO2",0,"Other","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",1997,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Ships and Boats","United States",41.6,"stackbar",3,"Transportation CO2",0,"Water","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",1998,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Buses","United States",17.8,"stackbar",3,"Transportation CO2",0,"Other","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",1998,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Commerical Aircraft","United States",119.7,"stackbar",3,"Transportation CO2",0,"Aircraft","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",1998,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Light-Duty Trucks","United States",478.8,"stackbar",3,"Transportation CO2",0,"LD Trucks","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",1998,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Lubricants","United States",12.1,"stackbar",3,"Transportation CO2",0,"Pipelines","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",1998,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Medium- and Heavy-Duty Trucks","United States",313.7,"stackbar",3,"Transportation CO2",0,"MHD Trucks","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",1998,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Mortorcycles","United States",4.6,"stackbar",3,"Transportation CO2",0,"Other","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",1998,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Other Aircraft","United States",71,"stackbar",3,"Transportation CO2",0,"Aircraft","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",1998,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Passenger Cars","United States",562.4,"stackbar",3,"Transportation CO2",0,"Passenger Cars","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",1998,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Pipelines","United States",35.1,"stackbar",3,"Transportation CO2",0,"Pipelines","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",1998,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Rail","United States",43.9,"stackbar",3,"Transportation CO2",0,"Other","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",1998,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Ships and Boats","United States",35.1,"stackbar",3,"Transportation CO2",0,"Water","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",1999,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Buses","United States",18.7,"stackbar",3,"Transportation CO2",0,"Other","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",1999,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Commerical Aircraft","United States",130.3,"stackbar",3,"Transportation CO2",0,"Aircraft","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",1999,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Light-Duty Trucks","United States",513.2,"stackbar",3,"Transportation CO2",0,"LD Trucks","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",1999,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Lubricants","United States",12.2,"stackbar",3,"Transportation CO2",0,"Pipelines","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",1999,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Medium- and Heavy-Duty Trucks","United States",330.8,"stackbar",3,"Transportation CO2",0,"MHD Trucks","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",1999,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Mortorcycles","United States",4.9,"stackbar",3,"Transportation CO2",0,"Other","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",1999,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Other Aircraft","United States",64.7,"stackbar",3,"Transportation CO2",0,"Aircraft","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",1999,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Passenger Cars","United States",561.9,"stackbar",3,"Transportation CO2",0,"Passenger Cars","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",1999,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Pipelines","United States",35.6,"stackbar",3,"Transportation CO2",0,"Pipelines","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",1999,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Rail","United States",45.5,"stackbar",3,"Transportation CO2",0,"Other","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",1999,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Ships and Boats","United States",43.9,"stackbar",3,"Transportation CO2",0,"Water","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2000,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Buses","United States",19.1,"stackbar",3,"Transportation CO2",0,"Other","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2000,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Commerical Aircraft","United States",139.3,"stackbar",3,"Transportation CO2",0,"Aircraft","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2000,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Light-Duty Trucks","United States",530.3,"stackbar",3,"Transportation CO2",0,"LD Trucks","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2000,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Lubricants","United States",12.1,"stackbar",3,"Transportation CO2",0,"Pipelines","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2000,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Medium- and Heavy-Duty Trucks","United States",343.1,"stackbar",3,"Transportation CO2",0,"MHD Trucks","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2000,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Mortorcycles","United States",4.4,"stackbar",3,"Transportation CO2",0,"Other","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2000,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Other Aircraft","United States",58.1,"stackbar",3,"Transportation CO2",0,"Aircraft","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2000,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Passenger Cars","United States",555.3,"stackbar",3,"Transportation CO2",0,"Passenger Cars","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2000,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Pipelines","United States",35.4,"stackbar",3,"Transportation CO2",0,"Pipelines","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2000,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Rail","United States",46,"stackbar",3,"Transportation CO2",0,"Other","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2000,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Ships and Boats","United States",64.7,"stackbar",3,"Transportation CO2",0,"Water","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2001,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Buses","United States",15.8,"stackbar",3,"Transportation CO2",0,"Other","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2001,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Commerical Aircraft","United States",124.6,"stackbar",3,"Transportation CO2",0,"Aircraft","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2001,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Light-Duty Trucks","United States",541.3,"stackbar",3,"Transportation CO2",0,"LD Trucks","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2001,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Lubricants","United States",11.1,"stackbar",3,"Transportation CO2",0,"Pipelines","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2001,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Medium- and Heavy-Duty Trucks","United States",343,"stackbar",3,"Transportation CO2",0,"MHD Trucks","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2001,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Mortorcycles","United States",4,"stackbar",3,"Transportation CO2",0,"Other","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2001,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Other Aircraft","United States",67.4,"stackbar",3,"Transportation CO2",0,"Aircraft","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2001,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Passenger Cars","United States",547.1,"stackbar",3,"Transportation CO2",0,"Passenger Cars","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2001,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Pipelines","United States",34.6,"stackbar",3,"Transportation CO2",0,"Pipelines","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2001,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Rail","United States",46.3,"stackbar",3,"Transportation CO2",0,"Other","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2001,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Ships and Boats","United States",42,"stackbar",3,"Transportation CO2",0,"Water","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2002,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Buses","United States",16.6,"stackbar",3,"Transportation CO2",0,"Other","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2002,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Commerical Aircraft","United States",121.3,"stackbar",3,"Transportation CO2",0,"Aircraft","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2002,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Light-Duty Trucks","United States",564.3,"stackbar",3,"Transportation CO2",0,"LD Trucks","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2002,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Lubricants","United States",10.9,"stackbar",3,"Transportation CO2",0,"Pipelines","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2002,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Medium- and Heavy-Duty Trucks","United States",354,"stackbar",3,"Transportation CO2",0,"MHD Trucks","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2002,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Mortorcycles","United States",4.1,"stackbar",3,"Transportation CO2",0,"Other","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2002,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Other Aircraft","United States",66.2,"stackbar",3,"Transportation CO2",0,"Aircraft","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2002,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Passenger Cars","United States",550.9,"stackbar",3,"Transportation CO2",0,"Passenger Cars","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2002,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Pipelines","United States",36.7,"stackbar",3,"Transportation CO2",0,"Pipelines","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2002,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Rail","United States",45.8,"stackbar",3,"Transportation CO2",0,"Other","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2002,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Ships and Boats","United States",46.6,"stackbar",3,"Transportation CO2",0,"Water","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2003,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Buses","United States",16.3,"stackbar",3,"Transportation CO2",0,"Other","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2003,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Commerical Aircraft","United States",122.9,"stackbar",3,"Transportation CO2",0,"Aircraft","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2003,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Light-Duty Trucks","United States",584.7,"stackbar",3,"Transportation CO2",0,"LD Trucks","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2003,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Lubricants","United States",10.1,"stackbar",3,"Transportation CO2",0,"Pipelines","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2003,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Medium- and Heavy-Duty Trucks","United States",361.8,"stackbar",3,"Transportation CO2",0,"MHD Trucks","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2003,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Mortorcycles","United States",4.2,"stackbar",3,"Transportation CO2",0,"Other","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2003,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Other Aircraft","United States",58.4,"stackbar",3,"Transportation CO2",0,"Aircraft","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2003,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Passenger Cars","United States",550.8,"stackbar",3,"Transportation CO2",0,"Passenger Cars","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2003,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Pipelines","United States",32.8,"stackbar",3,"Transportation CO2",0,"Pipelines","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2003,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Rail","United States",47.5,"stackbar",3,"Transportation CO2",0,"Other","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2003,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Ships and Boats","United States",36.8,"stackbar",3,"Transportation CO2",0,"Water","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2004,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Buses","United States",17.1,"stackbar",3,"Transportation CO2",0,"Other","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2004,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Commerical Aircraft","United States",124.8,"stackbar",3,"Transportation CO2",0,"Aircraft","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2004,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Light-Duty Trucks","United States",607.5,"stackbar",3,"Transportation CO2",0,"LD Trucks","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2004,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Lubricants","United States",10.2,"stackbar",3,"Transportation CO2",0,"Pipelines","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2004,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Medium- and Heavy-Duty Trucks","United States",371.8,"stackbar",3,"Transportation CO2",0,"MHD Trucks","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2004,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Mortorcycles","United States",5.4,"stackbar",3,"Transportation CO2",0,"Other","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2004,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Other Aircraft","United States",63.9,"stackbar",3,"Transportation CO2",0,"Aircraft","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2004,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Passenger Cars","United States",538.2,"stackbar",3,"Transportation CO2",0,"Passenger Cars","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2004,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Pipelines","United States",31.5,"stackbar",3,"Transportation CO2",0,"Pipelines","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2004,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Rail","United States",50.2,"stackbar",3,"Transportation CO2",0,"Other","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2004,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Ships and Boats","United States",39.3,"stackbar",3,"Transportation CO2",0,"Water","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2005,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Buses","United States",17.2,"stackbar",3,"Transportation CO2",0,"Other","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2005,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Commerical Aircraft","United States",132.7,"stackbar",3,"Transportation CO2",0,"Aircraft","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2005,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Light-Duty Trucks","United States",614.2,"stackbar",3,"Transportation CO2",0,"LD Trucks","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2005,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Lubricants","United States",10.2,"stackbar",3,"Transportation CO2",0,"Pipelines","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
